day,portfolio_value,raw_reward,risk_adjusted_reward,volatility_metric,risk_penalty
203,985857.5927086677,0.43597121322173626,-0.9914540590003275,2.8548505444441274,1.4274252722220637
204,981708.5858625106,-0.41490068461571356,-1.8602450899633707,2.8906888106953144,1.4453444053476572
205,981318.4771547737,-0.03901087077369448,-1.505532114620965,2.933042487694541,1.4665212438472706
206,977211.2753262519,-0.4107201828521793,-1.9048302688073375,2.9882201719103163,1.4941100859551582
207,991095.4767597273,1.3884201433475478,-0.11640702922483137,3.0096543451447584,1.5048271725723792
208,1001585.8346235198,1.0490357863792452,-0.4523775663958012,3.002826705550093,1.5014133527750464
209,1004594.3321892624,0.3008497565742582,-1.191264336310936,2.9842281857703887,1.4921140928851944
210,1016847.4788622741,1.225314667301171,-0.27823504381125597,3.007099422224854,1.503549711112427
211,1027866.6124066657,1.1019133544391604,-0.40504276132249584,3.0139122315233124,1.5069561157616562
212,1025981.0526984062,-0.1885559708259534,-1.6615695470664849,2.946027152481063,1.4730135762405314
213,1029073.3614652213,0.3092308766815113,-1.1324513204421587,2.88336439424734,1.44168219712367
214,1027559.9905149383,-0.1513370950283017,-1.5579411597393047,2.813208129422006,1.406604064711003
215,1025309.411655487,-0.2250578859451227,-1.6284127609809294,2.8067097500716134,1.4033548750358067
216,1035388.796709484,1.0079385053996928,-0.3923185671880651,2.800514145175516,1.400257072587758
217,1039365.9903856467,0.3977193676162744,-0.9832508212472724,2.7619403777270937,1.3809701888635468
218,1053211.3573004073,1.3845366914760555,-0.02178315667305153,2.812639696298214,1.406319848149107
219,1054961.6962651329,0.17503389647256118,-1.226177408135698,2.8024226092165185,1.4012113046082593
220,1053889.855820217,-0.1071840444915928,-1.5114453458229002,2.808522602662615,1.4042613013313074
221,1056344.8246983527,0.24549688781357837,-1.14910995686127,2.7892136893496966,1.3946068446748483
222,1062812.8217595825,0.6467997061229777,-0.7365889881436988,2.766777388533353,1.3833886942666764
223,1059279.8427101858,-0.3532979049396701,-1.7140937862266352,2.7215917625739303,1.3607958812869652
224,1067012.0390879477,0.7732196377761895,-0.5710033696472214,2.688446014846822,1.344223007423411
225,1070619.2064480819,0.360716736013419,-0.9406072959013182,2.6026480638294744,1.3013240319147372
226,1066519.473308525,-0.40997331395568326,-1.6826586359542604,2.545370643997154,1.272685321998577
227,1066764.4574749793,0.024498416645429098,-1.2297669883429858,2.50853080997683,1.254265404988415
228,1070983.8444246254,0.4219386949646054,-0.8407404561539742,2.525358302237159,1.2626791511185795
229,1089099.3258523864,1.8115481427761029,0.5247588268210492,2.5735786319101073,1.2867893159550536
230,1093912.9931578673,0.4813667305480922,-0.8264228340359991,2.6155791291681827,1.3077895645840913
231,1093270.0620580902,-0.064293109977711,-1.3800669590105357,2.631547698065649,1.3157738490328246
232,1085580.010191372,-0.7690051866718336,-2.0924281327399994,2.646845892136332,1.323422946068166
233,1083617.7009749182,-0.1962309216453694,-1.5189204599164512,2.6453790765421634,1.3226895382710817
234,1087754.5445901107,0.4136843615192454,-0.8938252177074806,2.615019158453452,1.307509579226726
235,1099107.1142891273,1.1352569699016632,-0.16467459402744655,2.5998631278582196,1.2999315639291098
236,1101595.789844696,0.24886755555686543,-1.0482581695358915,2.5942514501855136,1.2971257250927568
237,1104706.5009369354,0.3110711092239479,-0.9679457501818086,2.558033718811513,1.2790168594057565
238,1120056.0488714867,1.5349547934551258,0.21133719594473765,2.647235195020776,1.323617597510388
239,1133910.1119833298,1.3854063111843076,-0.03706741382946399,2.844947450027543,1.4224737250137716
240,1135520.2651503943,0.16101531670645347,-1.278067504911862,2.8781656432366307,1.4390828216183154
241,1127437.141318737,-0.8083123831657227,-2.2280631649609552,2.8395015635904652,1.4197507817952326
242,1135600.7811890487,0.81636398703116,-0.5858019185610713,2.8043318111844626,1.4021659055922313
243,1118543.923040699,-1.7056858148349683,-3.12190588442645,2.832440139182963,1.4162200695914815
244,1129604.980334934,1.10610572942351,-0.29318353470208525,2.7985785282511904,1.3992892641255952
245,1131641.678787075,0.20366984521409032,-1.1798021573010682,2.766944005030317,1.3834720025151586
246,1138343.0571735038,0.6701378386428812,-0.6753962607428637,2.69106819877149,1.345534099385745
247,1143662.7423840256,0.5319685210521798,-0.7781270420604982,2.620191126225356,1.310095563112678
248,1145805.7166908684,0.21429743068427778,-1.0614455509766014,2.5514859633217584,1.2757429816608792
249,1146020.2254443474,0.021450875347899273,-1.2213729804542102,2.485647711604219,1.2428238558021094
250,1146020.2254443474,-1.2213729804542102,-2.4641968362563196,2.485647711604219,1.2428238558021094
